ID,name,surname,birthNumber,active,Branch
1393,Juliette,Cann,770-052-365,FALSE,7556
1394,Evelynn,Pratt,337-332-558,FALSE,3237
1395,Drew,Taylor,480-370-076,FALSE,5574
1396,Mandy,Ranks,062-261-655,TRUE,1248
1397,Denny,Connell,875-832-226,FALSE,3597
1398,Adalind,Faulkner,244-686-681,FALSE,6919
1399,Matthew,Stone,505-708-030,TRUE,8397
1400,Alexander,Gilmour,640-325-887,FALSE,7205
1401,Greta,Wilkinson,254-772-156,TRUE,3498
1402,Denis,Antcliff,624-122-770,TRUE,4854
1403,Holly,Harris,777-674-806,FALSE,4190
1404,Jayden,Hill,864-813-478,TRUE,6648
1405,Carina,Walker,701-135-814,TRUE,1291
1406,Ramon,Sanchez,182-085-773,FALSE,910
1407,Bernadette,Lindsay,537-814-086,TRUE,4247
1408,Russel,Exton,232-427-871,TRUE,5771
1409,Bree,Thorne,670-487-138,FALSE,9693
1410,Ryan,Everett,284-403-583,FALSE,6517
1411,Carter,Abbot,402-373-037,TRUE,3327
1412,Sebastian,Simpson,125-268-705,TRUE,3065
1413,Carla,Patel,127-324-402,FALSE,5998
1414,Benny,Clarke,847-466-212,TRUE,9639
1415,Matt,Wise,506-800-622,FALSE,5546
1416,Luke,Miller,367-725-680,TRUE,3928
1417,Percy,Lewis,532-704-347,TRUE,2338
1418,Erin,Noach,074-671-072,FALSE,5810
1419,Luke,Wilkinson,627-463-764,TRUE,8845
1420,Sarah,Kelly,104-423-424,FALSE,4034
1421,Taylor,Whitehouse,004-278-416,TRUE,5472
1422,Jaylene,Bell,842-544-210,FALSE,2456
1423,Elly,Wigley,886-223-123,FALSE,3480
1424,Jocelyn,Vaughan,074-487-144,FALSE,8
1425,Nicole,Flanders,802-011-358,TRUE,7150
1426,Russel,Potts,114-568-383,TRUE,9836
1427,Angelica,Willis,457-485-274,FALSE,5058
1428,Joyce,Lewin,078-130-015,TRUE,5906
1429,Leslie,Parr,054-455-416,FALSE,2239
1430,Alessia,Stanton,710-615-208,TRUE,9176
1431,John,Spencer,547-758-565,FALSE,5459
1432,Gabriel,York,374-301-662,FALSE,6018
1433,Doug,Broomfield,351-084-148,FALSE,5777
1434,Celia,Truscott,778-136-661,FALSE,6721
1435,Madelyn,Rosenbloom,752-356-774,TRUE,8128
1436,Camila,Upsdell,677-471-373,FALSE,352
1437,Gina,Allcott,320-115-435,TRUE,3953
1438,Evie,Murray,503-273-660,TRUE,8583
1439,Anne,Flynn,316-464-212,TRUE,7099
1440,Luke,Reyes,882-015-845,TRUE,1031
1441,Bart,Collins,436-331-332,FALSE,5432
1442,Rachael,Grey,711-346-783,TRUE,6445
1443,Daniel,Phillips,261-672-468,TRUE,9805
1444,Anthony,Steer,484-555-827,FALSE,7980
1445,Alexa,Samuel,710-053-368,TRUE,1931
1446,Martha,Hancock,461-716-331,FALSE,9414
1447,Courtney,Truscott,783-388-483,TRUE,8187
1448,Ema,Tobin,043-422-180,FALSE,4714
1449,Kieth,Morgan,473-524-245,FALSE,8892
1450,Shannon,Vane,285-034-876,TRUE,2726
1451,Carla,Rosenbloom,251-652-334,TRUE,9534
1452,Holly,Grant,147-400-058,FALSE,8829
1453,Rosalie,Brooks,506-682-862,FALSE,6295
1454,Hayden,Hobson,003-720-132,TRUE,8592
1455,Daron,Salt,058-237-665,TRUE,3718
1456,Danny,Wallace,282-875-518,TRUE,1341
1457,Marvin,Asher,275-346-311,TRUE,3873
1458,Carter,Porter,311-356-146,TRUE,3415
1459,John,Ross,365-056-144,TRUE,9181
1460,Leroy,Reyes,825-154-051,FALSE,6511
1461,Liliana,Lindop,504-554-182,FALSE,8323
1462,Roger,Ramsey,067-838-166,FALSE,3074
1463,Blake,Weston,520-235-420,TRUE,3553
1464,Doug,Ainsworth,618-650-084,FALSE,364
1465,Megan,Chadwick,045-815-888,FALSE,2921
1466,Ronald,Avery,054-857-802,TRUE,7189
1467,Sabrina,Emmott,856-182-024,FALSE,6525
1468,Crystal,Lunt,383-728-610,TRUE,4535
1469,Ruby,Davies,828-647-785,TRUE,36
1470,Hayden,Archer,680-457-664,TRUE,5386
1471,Jacqueline,Oakley,730-812-522,TRUE,3349
1472,Beatrice,Morris,630-651-822,FALSE,7359
1473,Martha,Coll,568-431-160,TRUE,2208
1474,Beatrice,Edler,815-325-601,TRUE,1371
1475,Julian,Henderson,444-458-326,FALSE,5242
1476,Alexander,Avery,146-672-832,TRUE,383
1477,Candace,Weasley,466-423-605,FALSE,8868
1478,Michael,Whatson,738-122-573,TRUE,8245
1479,Chad,Olson,368-267-513,FALSE,8494
1480,Sebastian,Griffiths,802-574-103,TRUE,9447
1481,Barney,Fenton,325-053-068,TRUE,1285
1482,Jacob,Roth,485-463-852,TRUE,7504
1483,Hayden,Hunt,725-015-103,TRUE,1742
1484,Aisha,Bloom,128-802-188,FALSE,9310
1485,Isabella,Grey,010-070-124,TRUE,9039
1486,Anthony,Tanner,417-040-151,FALSE,6229
1487,Johnny,Evans,263-801-124,FALSE,4599
1488,Summer,Mcneill,407-547-026,TRUE,2394
1489,Hayden,Haines,262-733-637,FALSE,6707
1490,Tiffany,Chapman,875-816-685,FALSE,2373
1491,Rosie,Nicholls,721-462-038,FALSE,3136
1492,Angelina,James,651-658-088,FALSE,1955
1493,Melanie,Baxter,216-564-224,FALSE,9930
1494,Jayden,Yarwood,452-836-150,TRUE,8408
1495,Carter,Ogilvy,752-704-680,FALSE,9924
1496,Nicholas,Alexander,343-118-364,TRUE,4140
1497,Ramon,Ballard,851-208-616,FALSE,5063
1498,Caydence,Fulton,658-455-552,FALSE,9462
1499,Denis,Simpson,846-215-814,FALSE,1475
1500,Raquel,Underhill,654-674-471,TRUE,377
1501,Chuck,May,832-680-318,TRUE,30
1502,Makena,West,262-152-668,TRUE,2930
1503,Clint,Clark,631-760-326,FALSE,7620
1504,Norah,Murray,526-631-221,FALSE,6374
1505,Jolene,Jenkins,420-031-212,FALSE,3961
1506,Macy,Gaynor,302-522-345,TRUE,4812
1507,Camden,Neal,814-455-745,TRUE,6860
1508,Carla,Varndell,657-326-586,TRUE,1292
1509,Cameron,Connell,145-770-761,FALSE,3154
1510,Joseph,Gaynor,328-788-805,FALSE,4446
1511,Daron,Furnell,256-103-813,FALSE,580
1512,Boris,Morrow,173-451-562,FALSE,2547
1513,Marina,Snow,063-568-457,FALSE,4022
1514,Rosalee,Robe,273-081-067,TRUE,6306
1515,Matt,Everett,563-836-262,FALSE,9110
1516,Matthew,Evans,715-353-557,FALSE,6661
1517,Zara,Reynolds,774-256-543,FALSE,5476
1518,Isabella,Kidd,362-845-232,TRUE,6651
1519,Domenic,Griffiths,245-688-617,TRUE,1038
1520,Colleen,Jackson,010-433-478,FALSE,7544
1521,Hayden,Little,787-584-813,TRUE,662
1522,Kamila,Ulyatt,215-418-875,TRUE,6333
1523,Joseph,Gordon,676-252-761,TRUE,3841
1524,Barry,Robinson,704-581-741,TRUE,2424
1525,Hope,Adler,383-264-737,TRUE,2179
1526,Roger,Mcneill,571-143-251,TRUE,8662
1527,Ramon,Norman,088-454-787,FALSE,6363
1528,Liam,Morrison,631-000-435,TRUE,9010
1529,Kate,Rowe,610-100-254,TRUE,8042
1530,Jessica,Weatcroft,815-687-245,FALSE,8422
1531,Marilyn,Larkin,147-405-466,TRUE,16
1532,Mason,Warren,253-246-651,FALSE,5194
1533,Noah,Stevens,463-115-027,TRUE,1232
1534,Liv,Rowe,766-146-005,TRUE,7504
1535,Sylvia,Flanders,631-018-400,FALSE,8893
1536,Caitlyn,Saunders,355-375-257,FALSE,4902
1537,Bart,Tanner,070-812-667,TRUE,9423
1538,Norah,Uttridge,747-603-473,TRUE,1848
1539,Marvin,Harvey,408-832-828,TRUE,5478
1540,Javier,Townend,088-584-517,TRUE,7903
1541,Charlotte,Walsh,458-635-726,TRUE,9685
1542,Manuel,Collis,872-767-532,TRUE,879
1543,Harvey,Flanders,845-621-736,TRUE,178
1544,Leroy,Smith,333-221-665,FALSE,1098
1545,Iris,Lindsay,845-280-786,FALSE,5330
1546,Gil,Morley,507-138-544,TRUE,7620
1547,Eileen,Bolton,707-266-622,TRUE,9385
1548,Nick,Mcleod,333-516-284,TRUE,8437
1549,Jacob,Jarvis,825-325-261,FALSE,5536
1550,Faith,Blackwall,720-360-685,TRUE,4480
1551,Alexander,Nicolas,263-238-837,TRUE,6251
1552,Erick,Chester,116-152-158,FALSE,7425
1553,Javier,Chester,753-304-523,FALSE,545
1554,Kirsten,Jarvis,141-074-567,TRUE,2870
1555,Lana,Roman,654-364-131,TRUE,6050
1556,Rosalyn,Middleton,116-753-221,FALSE,9561
1557,Jackeline,Pierce,352-801-846,TRUE,7063
1558,Marie,Stone,768-011-543,TRUE,6627
1559,Valentina,Ulyatt,712-570-461,FALSE,315
1560,Bristol,Mason,847-318-775,TRUE,8532
1561,Dasha,Summers,224-023-722,TRUE,9448
1562,Tony,Corbett,640-527-702,TRUE,838
1563,Angela,Johnson,828-150-436,FALSE,59
1564,Maddison,Marshall,638-575-102,FALSE,8315
1565,Chuck,Richardson,424-027-003,TRUE,4334
1566,David,Vass,156-038-581,TRUE,3315
1567,Teagan,Boden,170-681-125,FALSE,8312
1568,Logan,Clarke,301-266-453,FALSE,7031
1569,Gwenyth,Wilcox,733-274-406,FALSE,4321
1570,Carina,Varley,087-528-455,TRUE,718
1571,Felicity,Vernon,305-616-412,TRUE,9890
1572,Leroy,Young,306-670-515,FALSE,7651
1573,Enoch,Hamilton,361-285-400,TRUE,923
1574,Anthony,Barrett,313-707-375,FALSE,7215
1575,Bree,Thompson,624-646-872,FALSE,9626
1576,Doug,Hilton,373-261-666,FALSE,8205
1577,Hailey,Malone,834-722-417,TRUE,284
1578,Carmen,Uddin,702-124-714,FALSE,7520
1579,Mark,Harrison,610-077-887,TRUE,3632
1580,Chadwick,Abbey,546-458-863,FALSE,2662
1581,Bob,Truscott,282-471-555,TRUE,1853
1582,Paula,Gordon,638-048-767,FALSE,8432
1583,Elle,Chester,438-335-455,TRUE,9508
1584,Bryon,Dixon,178-025-612,FALSE,3528
1585,Nina,Little,363-357-476,TRUE,3515
1586,Fiona,Hunt,436-022-667,TRUE,3526
1587,Abdul,Campbell,827-161-811,FALSE,9405
1588,Peyton,Wood,778-452-730,TRUE,899
1589,Gwenyth,Smith,464-565-548,FALSE,6856
1590,Chris,Stuart,425-255-784,FALSE,2993
1591,Chadwick,Simmons,486-783-046,FALSE,5153
1592,Renee,Noach,457-868-806,FALSE,5829
1593,Enoch,Weldon,723-876-221,FALSE,3250
1594,Deborah,Dickson,430-708-650,FALSE,8755
1595,Ryan,Owens,732-630-025,FALSE,8311
1596,Julian,Jarvis,826-380-743,FALSE,6295
1597,Hannah,Norburn,600-703-368,FALSE,3545
1598,Chad,Curtis,787-868-160,TRUE,9783
1599,Owen,Clarke,865-371-772,TRUE,2738
1600,Mike,Scott,635-035-852,TRUE,313
1601,Amelia,Lambert,167-651-173,TRUE,1135
1602,Gemma,Murray,754-486-102,FALSE,4546
1603,William,Brett,266-578-700,FALSE,8621
1604,Adeline,Yang,057-254-437,FALSE,4568
1605,Madison,Strong,836-887-647,FALSE,1756
1606,Raquel,Cartwright,160-644-845,TRUE,4124
1607,Anthony,Eastwood,556-435-870,TRUE,735
1608,Cara,Varndell,178-116-462,FALSE,3882
1609,Gloria,Whatson,563-374-861,TRUE,8144
1610,Nina,Vaughn,470-127-523,FALSE,4023
1611,Domenic,Devonport,533-273-358,FALSE,3521
1612,Angel,Bryant,613-860-711,FALSE,5053
1613,Bristol,Ogilvy,444-257-848,FALSE,1289
1614,Jolene,Torres,404-465-360,FALSE,34
1615,Sarah,Jones,451-366-037,TRUE,4772
1616,Sofia,Khan,560-760-044,FALSE,1408
1617,Oliver,London,067-405-823,FALSE,3519
1618,Erica,Moore,578-613-710,FALSE,9745
1619,Brad,Connor,727-865-766,TRUE,5045
1620,Aisha,Potter,472-226-274,TRUE,3411
1621,Clarissa,Powell,278-801-136,FALSE,3906
1622,Mina,Bristow,661-753-338,TRUE,9044
1623,Denis,Andrews,887-312-103,FALSE,2116
1624,Julian,Reynolds,313-617-758,TRUE,2950
1625,Goldie,Ross,232-270-152,FALSE,4698
1626,Alma,Roberts,125-363-128,TRUE,7028
1627,Quinn,Stone,886-830-648,TRUE,6314
1628,Barney,Tennant,655-177-266,FALSE,7808
1629,Harry,Callan,342-213-800,TRUE,7831
1630,Nicholas,Ulyatt,468-148-235,TRUE,4758
1631,Remy,Bentley,180-236-346,FALSE,3000
1632,Catherine,Butler,311-546-703,FALSE,8781
1633,Shannon,Cox,024-684-461,FALSE,1699
1634,Eve,Baldwin,083-646-505,FALSE,4381
1635,Chuck,Niles,883-732-736,FALSE,9548
1636,Iris,Newton,606-102-765,TRUE,6243
1637,Benjamin,Yard,080-402-775,TRUE,7330
1638,Chadwick,Appleton,603-384-710,TRUE,5235
1639,Eryn,Pierce,813-207-112,FALSE,918
1640,Laila,Sawyer,613-143-735,TRUE,1978
1641,Vanessa,Shea,178-047-102,TRUE,32
1642,Rosemary,Garner,514-310-287,FALSE,2041
1643,Karen,Morrison,745-320-006,TRUE,8826
1644,Sonya,Avery,408-347-787,FALSE,4922
1645,Sofie,Aldridge,188-311-148,FALSE,908
1646,Kimberly,Janes,414-772-175,FALSE,4600
1647,Paige,Dickson,800-886-257,TRUE,2119
1648,Denny,Gilbert,017-444-413,TRUE,1502
1649,Thea,Ring,687-577-881,FALSE,3618
1650,Ronald,Jackson,656-502-451,TRUE,7044
1651,Cecilia,Wilde,570-435-808,TRUE,1985
1652,Mackenzie,Porter,231-703-477,FALSE,5771
1653,Mike,Shaw,141-478-412,TRUE,7213
1654,Julius,Sylvester,805-628-370,TRUE,4189
1655,Jacob,Hastings,557-675-673,TRUE,7085
1656,Kassandra,Stuart,760-822-133,TRUE,6199
1657,Leilani,Bailey,436-036-072,FALSE,8610
1658,Jazmin,Hale,388-446-160,FALSE,5901
1659,Carl,Wild,115-115-611,TRUE,6721
1660,Anabel,Bryson,035-486-388,TRUE,8478
1661,Noah,Vallins,478-370-845,FALSE,3115
1662,Javier,Dale,671-157-235,FALSE,5557
1663,Cassidy,Mooney,867-281-210,TRUE,910
1664,Danny,Buckley,825-443-310,FALSE,6796
1665,Fred,Lee,555-817-800,FALSE,7359
1666,Chadwick,Simpson,085-608-408,FALSE,2275
1667,Carissa,Johnson,614-810-435,FALSE,4406
1668,Javier,Vallory,373-700-153,TRUE,5258
1669,Ada,Vaughan,815-668-780,TRUE,3332
1670,Rita,Stevens,575-321-424,TRUE,2529
1671,William,Jefferson,585-250-560,TRUE,1370
1672,Josh,Kelly,437-307-603,FALSE,5508
1673,Aleksandra,Furnell,371-348-562,FALSE,8144
1674,Erick,King,442-447-535,TRUE,6595
1675,Gwenyth,Trent,627-264-246,FALSE,9652
1676,Benjamin,Casey,721-154-483,FALSE,5221
1677,Mabel,Neville,237-665-271,TRUE,8769
1678,Gil,King,745-756-868,TRUE,5610
1679,Russel,Robinson,056-381-381,TRUE,5421
1680,Payton,Rogan,838-572-145,FALSE,7617
1681,Kaylee,Chapman,080-205-214,FALSE,678
1682,Kurt,Carter,662-658-747,TRUE,8164
1683,Chadwick,Payne,821-454-721,FALSE,1803
1684,Alexander,Slater,078-368-734,FALSE,2515
1685,Rosa,Ranks,260-133-856,FALSE,1776
1686,Estrella,London,481-533-878,FALSE,684
1687,Domenic,Lambert,740-378-622,TRUE,2874
1688,Helen,Mann,471-378-363,TRUE,7193
1689,Chuck,Hardwick,784-364-754,TRUE,8588
1690,Mark,Farmer,137-277-548,TRUE,8610
1691,Aiden,Owens,501-467-371,TRUE,959
1692,Maria,Franks,612-846-077,FALSE,5779
1693,Angelique,Quinton,335-788-758,FALSE,8568
1694,Ramon,Vane,581-051-341,FALSE,4038
1695,Cassandra,Buckley,832-602-453,FALSE,6237
1696,Anabel,Coll,786-727-060,FALSE,828
1697,Denis,Robinson,655-273-738,FALSE,8473
1698,Marvin,Stone,140-278-662,FALSE,6412
1699,Aisha,Watson,286-716-854,FALSE,987
1700,Marvin,Oldfield,734-744-656,FALSE,4628
1701,Michaela,Rycroft,515-418-851,TRUE,9142
1702,Laila,Holt,511-560-051,TRUE,9786
1703,Aiden,Preston,155-440-870,FALSE,9503
1704,Barney,Lewin,115-547-517,FALSE,9639
1705,Abbey,Casey,577-473-826,FALSE,2870
1706,Esmeralda,Wills,424-531-408,FALSE,2925
1707,Elise,Savage,476-311-363,TRUE,6940
1708,Ruby,Dann,513-386-002,FALSE,6643
1709,Sebastian,Hamilton,267-687-087,TRUE,5150
1710,Lara,Lewis,726-114-134,TRUE,5004
1711,Evie,Tait,246-140-018,FALSE,4495
1712,Phillip,Donovan,130-607-078,FALSE,624
1713,Abbey,Edler,215-721-285,TRUE,6229
1714,Danny,Stark,428-757-482,FALSE,3766
1715,Mya,Emmott,741-364-826,FALSE,9322
1716,Cecilia,Keys,632-577-042,TRUE,9933
1717,Gabriel,Quinnell,363-832-003,TRUE,3891
1718,Sebastian,Harper,662-724-621,FALSE,4
1719,Johnathan,Reyes,457-472-260,FALSE,9299
1720,Kurt,Pearce,102-363-381,TRUE,6231
1721,Michelle,Richards,326-256-246,FALSE,8722
1722,Denis,Emmett,580-533-872,TRUE,4703
1723,Matthew,Richards,238-325-037,TRUE,5750
1724,Marigold,Flynn,140-450-466,FALSE,6122
1725,Caleb,Miller,645-146-423,FALSE,2333
1726,Adela,Campbell,574-670-661,TRUE,1436
1727,Matthew,Rowlands,815-488-837,FALSE,1368
1728,Danny,Robertson,233-753-143,FALSE,1424
1729,Marie,Rosenbloom,771-507-347,TRUE,139
1730,Candace,Chester,536-736-037,FALSE,6909
1731,Jacob,Boyle,344-444-431,TRUE,1995
1732,Monica,Bradshaw,820-407-856,FALSE,8639
1733,Benjamin,Stone ,481-038-114,TRUE,3618
1734,Leroy,Pond,135-425-486,TRUE,4386
1735,Jayden,Curtis,432-566-818,FALSE,9739
1736,Penelope,Haines,102-430-226,FALSE,5268
1737,Barry,Hopkins,103-617-604,TRUE,8554
1738,Erick,Furnell,235-174-353,FALSE,7483
1739,Sebastian,Curtis,200-772-314,TRUE,3491
1740,John,Wheeler,235-623-627,FALSE,4901
1741,Caleb,Ring,478-757-475,FALSE,9515
1742,Evelynn,Roth,430-658-731,TRUE,7208
1743,Oliver,Seymour,140-414-287,FALSE,6493
1744,Fred,Campbell,774-655-137,FALSE,8754
1745,Henry,Talbot,553-260-145,TRUE,664
1746,Tyler,Speed,438-667-030,TRUE,1490
1747,Alice,Carter,347-317-377,TRUE,7902
1748,Blake,Boyle,145-286-600,TRUE,5692
1749,Javier,Olson,307-554-726,TRUE,4753
1750,Vanessa,Shields,856-673-076,TRUE,8260
1751,Mike,Eastwood,263-263-154,FALSE,224
1752,Elijah,Hardwick,075-377-016,TRUE,4808
1753,Nicholas,Morris,806-550-731,FALSE,5974
1754,Marissa,Sawyer,200-427-462,TRUE,2168
1755,Noemi,Shields,868-460-874,FALSE,8421
1756,Josh,Healy,835-765-875,FALSE,5412
1757,Brad,Tyler,461-573-270,FALSE,7674
1758,Julius,Jenkin,740-771-547,FALSE,937
1759,Luke,Blackwall,637-367-275,FALSE,2193
1760,Harvey,Flett,458-721-136,TRUE,252
1761,Boris,Reynolds,063-550-226,TRUE,1986
1762,Owen,Gibson,534-224-055,TRUE,1491
1763,Ember,Dempsey,711-870-646,FALSE,7650
1764,Iris,Nash,450-767-184,FALSE,4166
1765,Claire,Martin,265-366-571,FALSE,6640
1766,Erick,Richardson,087-878-368,TRUE,8052
1767,Kurt,Torres,678-331-356,TRUE,2484
1768,Ada,Moore,636-247-057,FALSE,7555
1769,Phillip,Callan,014-320-540,TRUE,9246
1770,Bree,Higgs,833-208-501,TRUE,5963
1771,Willow,Mould,675-857-641,FALSE,1938
1772,Nate,Lane,862-648-387,TRUE,144
1773,Ruth,Taylor,107-714-733,TRUE,5458
1774,Aeris,Brooks,810-701-830,TRUE,4929
1775,Lucas,Ebbs,018-713-326,FALSE,692
1776,Bryon,Butler,642-573-528,FALSE,4822
1777,Leilani,Styles,058-121-453,TRUE,4892
1778,Scarlett,Sylvester,468-154-474,TRUE,2428
1779,Chad,Saunders,261-080-652,TRUE,8484
1780,Chloe,Henderson,474-277-018,TRUE,2615
1781,Angelina,Townend,356-527-627,TRUE,3007
1782,Callie,Baldwin,370-204-520,TRUE,6730
1783,Marilyn,Woodcock,237-376-326,FALSE,473
1784,Evelynn,Chappell,580-510-813,FALSE,9040
1785,Ron,Fowler,813-302-475,FALSE,4577
1786,Aiden,Tindall,604-661-567,TRUE,7460
1787,Lillian,Woodley,213-726-607,FALSE,7405
1788,Carmen,Carter,515-065-032,FALSE,1342
1789,Abdul,Roberts,800-041-850,TRUE,9622
1790,Enoch,Windsor,676-874-355,FALSE,9731
1791,Paula,Asher,520-025-066,TRUE,1174
1792,Adelaide,Sylvester,734-581-267,FALSE,7374
1793,John,Herbert,138-268-244,FALSE,3853
1794,Doug,Parker,762-016-216,TRUE,5809
1795,Zoe,Clarkson,852-703-614,FALSE,1704
1796,Lana,Clayton,041-268-582,FALSE,5926
1797,Alex,Price,888-437-228,TRUE,4863
1798,Boris,Irving,117-303-525,TRUE,1364
1799,Ivette,Skinner,034-607-883,TRUE,6215
1800,William,Crawley,815-078-406,TRUE,1831
1801,Doug,Tate,026-218-016,TRUE,6522
1802,Alessandra,Randall,365-636-273,FALSE,1012
1803,Michael,Baker,071-303-666,FALSE,6884
1804,Tony,Turner,101-227-724,FALSE,8408
1805,Bart,Baker,355-670-618,TRUE,7246
1806,Makena,Wild,347-604-564,FALSE,8686
1807,Elena,Khan,766-506-288,TRUE,470
1808,Kieth,Vollans,034-281-734,FALSE,1047
1809,Julian,Hunter,842-737-552,TRUE,955
1810,Brad,London,217-346-613,TRUE,4490
1811,Adela,Warner,526-332-836,FALSE,4401
1812,Margot,Ramsey,231-730-878,TRUE,5256
1813,Payton,Sloan,684-520-582,FALSE,5968
1814,Hannah,Evans,035-421-364,FALSE,3539
1815,Michael,Rowe,124-552-355,TRUE,9299
1816,Celina,Irving,646-012-860,FALSE,7057
1817,Elise,Woods,360-154-038,FALSE,7692
1818,Benjamin,Lakey,548-446-253,TRUE,8107
1819,Chris,Lowe,550-162-117,FALSE,2552
1820,Hope,Lee,312-722-345,FALSE,6067
1821,Bob,Logan,416-870-647,FALSE,529
1822,Courtney,Irving,143-774-013,TRUE,115
1823,Harry,Speed,606-013-547,FALSE,9260
1824,Alex,Gallacher,466-468-051,FALSE,1675
1825,Rocco,Andrews,248-003-322,TRUE,9815
1826,Kimberly,Squire,811-240-008,TRUE,6689
1827,Carter,Bentley,458-515-150,TRUE,8182
1828,Alexander,Vollans,034-218-530,TRUE,4354
1829,Leslie,Shields,074-325-067,FALSE,6355
1830,Teagan,Fulton,166-815-358,TRUE,2103
1831,Marla,Rodwell,428-464-664,FALSE,7932
1832,Caitlyn,Whatson,861-251-566,TRUE,921
1833,Rita,Notman,747-118-610,TRUE,4403
1834,Luke,Rodwell,875-625-226,FALSE,395
1835,Carmella,Taylor,303-632-305,TRUE,9408
1836,Nathan,Briggs,186-784-742,TRUE,7921
1837,Henry,Neal,073-173-414,FALSE,4875
1838,Nathan,Shields,401-256-214,TRUE,1122
1839,Daniel,Stone,875-112-561,FALSE,2730
1840,Russel,Ingham,588-528-340,TRUE,4109
1841,Carter,Mullins,373-547-103,TRUE,3035
1842,Melody,King,365-254-701,FALSE,8844
1843,Cedrick,Webster,542-812-288,FALSE,8037
1844,George,Stubbs,624-122-265,TRUE,1325
1845,Matthew,Briggs,701-231-642,FALSE,2384
1846,Camellia,Eaton,314-472-657,FALSE,4371
1847,Chuck,Campbell,863-073-183,FALSE,4320
1848,Cadence,Stuart,174-446-668,TRUE,6144
1849,Tyler,Booth,404-034-222,TRUE,72
1850,Brad,Sawyer,325-885-731,TRUE,410
1851,Johnny,Harrington,823-051-887,FALSE,3999
1852,Jacob,Warden,331-873-153,TRUE,4856
1853,Irene,Reynolds,423-312-625,FALSE,5691
1854,Macy,Darcy,828-410-512,TRUE,9607
1855,Elijah,Hardwick,714-582-135,TRUE,6861
1856,Joy,Bennett,163-642-633,TRUE,5270
1857,Hayden,Wright,028-172-104,FALSE,5265
1858,Robyn,Lloyd,500-354-807,FALSE,422
1859,Teagan,Wooldridge,746-428-651,FALSE,8461
1860,Jasmine,Ballard,238-615-635,FALSE,753
1861,Kieth,Morrow,081-231-583,TRUE,4363
1862,Ronald,Lewis,734-415-861,FALSE,6723
1863,Leah,Sloan,184-263-487,TRUE,8993
1864,Leslie,Walsh,278-854-677,TRUE,2098
1865,Britney,James,704-828-040,TRUE,8983
1866,Carl,Nielson,042-848-552,FALSE,6397
1867,Adela,Roth,630-255-014,FALSE,3193
1868,Nancy,Whitehouse,470-215-753,TRUE,6400
1869,Noah,Fox,848-477-532,FALSE,2919
1870,Shelby,Lloyd,607-407-804,FALSE,9497
1871,Matt,Spencer,142-224-376,FALSE,9591
1872,Matt,Aldridge,531-214-407,FALSE,8275
1873,Denis,Rodwell,586-352-465,TRUE,5409
1874,Eduardo,Ellwood,832-035-432,FALSE,8462
1875,Darlene,Vane,040-364-407,FALSE,4798
1876,Leroy,Robe,848-011-264,FALSE,6174
1877,Cristal,Thornton,226-327-181,FALSE,3265
1878,Elisabeth,Franks,442-181-735,FALSE,7647
1879,Laila,Mcleod,700-532-532,FALSE,7615
1880,Chris,Martin,210-742-775,FALSE,2112
1881,Lucas,Redwood,588-622-170,TRUE,723
1882,Rae,Andersson,358-228-568,FALSE,7070
1883,Emerald,Young,135-215-125,TRUE,4479
1884,Bob,Vollans,123-201-287,FALSE,9700
1885,Brad,Walsh,373-625-870,TRUE,7532
1886,Mike,Wooldridge,232-685-637,FALSE,4618
1887,Martin,Jackson,144-226-851,TRUE,5684
1888,Nancy,Wood,750-041-408,TRUE,5474
1889,Kendra,Truscott,240-530-054,FALSE,6225
1890,Hailey,Speed,472-003-757,FALSE,1327
1891,Eve,Boyle,215-167-104,TRUE,9914
1892,Tiffany,Alcroft,777-227-285,TRUE,2060
1893,Emma,Casey,225-426-757,FALSE,5093
1894,Denny,Wilde,454-036-305,FALSE,4736
1895,Maya,Sawyer,458-546-284,FALSE,7751
1896,Thea,Nobbs,773-887-852,TRUE,9298
1897,Carrie,Dyson,046-637-832,TRUE,8357
1898,Chester,Poole,206-068-018,TRUE,5563
1899,Benjamin,Sawyer,853-185-016,TRUE,891
1900,Julian,Sanchez,606-457-745,TRUE,37
1901,Jayden,Egerton,340-180-047,FALSE,867
1902,William,Whittle,002-535-232,TRUE,3024
1903,Chadwick,Leslie,773-374-801,FALSE,3098
1904,Aiden,Moore,058-766-427,TRUE,367
1905,Kate,Woods,284-145-782,FALSE,4743
1906,Sadie,Knight,401-741-054,TRUE,7080
1907,Eryn,Lewis,676-001-332,FALSE,7318
1908,Louise,Hewitt,368-627-322,TRUE,3026
1909,Daniel,Ebden,187-620-718,FALSE,1868
1910,Alessandra,Page ,800-115-836,TRUE,3472
1911,Cristal,Stone ,580-335-070,FALSE,6611
1912,Harry,Davies,417-466-408,TRUE,4562
1913,Cara,Torres,487-341-884,TRUE,2819
1914,Scarlett,Summers,514-864-440,FALSE,2905
1915,Peyton,Bristow,822-558-211,TRUE,8922
1916,Rick,Vollans,356-826-811,FALSE,9579
1917,Doug,Lakey,556-311-172,FALSE,9238
1918,Hayden,Crawford,123-304-271,TRUE,8732
1919,Carl,Edmonds,724-686-602,TRUE,2346
1920,Danny,Foxley,648-080-114,FALSE,813
1921,Boris,Attwood,157-368-263,TRUE,2741
1922,Kassandra,Gonzales,811-768-616,FALSE,8448
1923,Carl,Powell,602-365-054,FALSE,2111
